class	slot	required	recommended
human-skin MIGS plant	samp_name	True	
human-skin MIGS plant	samp_taxon_id	True	
human-skin MIGS plant	project_name	True	
human-skin MIGS plant	experimental_factor	False	
human-skin MIGS plant	lat_lon	True	
human-skin MIGS plant	geo_loc_name	True	
human-skin MIGS plant	collection_date	True	
human-skin MIGS plant	env_broad_scale	True	
human-skin MIGS plant	env_local_scale	True	
human-skin MIGS plant	env_medium	True	
human-skin MIGS plant	env_package		True
human-skin MIGS plant	subspecf_gen_lin		True
human-skin MIGS plant	estimated_size	False	
human-skin MIGS plant	ref_biomaterial	False	
human-skin MIGS plant	source_mat_id		True
human-skin MIGS plant	specific_host		True
human-skin MIGS plant	host_spec_range	False	
human-skin MIGS plant	propagation	True	
human-skin MIGS plant	encoded_traits		True
human-skin MIGS plant	isol_growth_condt	True	
human-skin MIGS plant	samp_collec_device	False	
human-skin MIGS plant	samp_collec_method	False	
human-skin MIGS plant	samp_mat_process	False	
human-skin MIGS plant	samp_size	False	
human-skin MIGS plant	samp_vol_we_dna_ext	False	
human-skin MIGS plant	nucl_acid_ext		True
human-skin MIGS plant	nucl_acid_amp		True
human-skin MIGS plant	lib_size	False	
human-skin MIGS plant	lib_reads_seqd	False	
human-skin MIGS plant	lib_layout	False	
human-skin MIGS plant	lib_vector	False	
human-skin MIGS plant	lib_screen	False	
human-skin MIGS plant	adapters		True
human-skin MIGS plant	seq_meth	True	
human-skin MIGS plant	tax_ident		True
human-skin MIGS plant	assembly_qual	False	
human-skin MIGS plant	assembly_name		True
human-skin MIGS plant	assembly_software	True	
human-skin MIGS plant	annot		True
human-skin MIGS plant	number_contig	False	
human-skin MIGS plant	feat_pred	False	
human-skin MIGS plant	ref_db	False	
human-skin MIGS plant	sim_search_meth	False	
human-skin MIGS plant	tax_class	False	
human-skin MIGS plant	compl_score	False	
human-skin MIGS plant	compl_software	False	
human-skin MIGS plant	associated resource		True
human-skin MIGS plant	sop		True
human-skin MIGS plant	depth		
human-skin MIGS plant	alt		
human-skin MIGS plant	elev		
human-skin MIGS plant	temp	False	
human-skin MIGS plant	dermatology_disord	False	
human-skin MIGS plant	time_since_last_wash	False	
human-skin MIGS plant	dominant_hand	False	
human-skin MIGS plant	host_subject_id	False	
human-skin MIGS plant	host_age	False	
human-skin MIGS plant	host_sex	False	
human-skin MIGS plant	ihmc_medication_code	False	
human-skin MIGS plant	chem_administration	False	
human-skin MIGS plant	host_body_site	False	
human-skin MIGS plant	host_body_product	False	
human-skin MIGS plant	host_tot_mass	False	
human-skin MIGS plant	host_height	False	
human-skin MIGS plant	host_diet	False	
human-skin MIGS plant	host_last_meal	False	
human-skin MIGS plant	host_family_relation	False	
human-skin MIGS plant	host_genotype	False	
human-skin MIGS plant	host_phenotype	False	
human-skin MIGS plant	host_body_temp	False	
human-skin MIGS plant	host_body_mass_index	False	
human-skin MIGS plant	ethnicity	False	
human-skin MIGS plant	host_occupation	False	
human-skin MIGS plant	medic_hist_perform	False	
human-skin MIGS plant	host_pulse	False	
human-skin MIGS plant	perturbation	False	
human-skin MIGS plant	samp_salinity	False	
human-skin MIGS plant	salinity	False	
human-skin MIGS plant	oxy_stat_samp	False	
human-skin MIGS plant	organism_count	False	
human-skin MIGS plant	samp_store_temp	False	
human-skin MIGS plant	samp_store_dur	False	
human-skin MIGS plant	samp_store_loc	False	
human-skin MIGS plant	host_symbiont	False	
human-skin MIGS plant	misc_param	False	
human-skin MIGS virus	submitted_to_insdc	True	
human-skin MIGS virus	investigation_type	True	
human-skin MIGS virus	samp_name	True	
human-skin MIGS virus	samp_taxon_id	True	
human-skin MIGS virus	project_name	True	
human-skin MIGS virus	experimental_factor	False	
human-skin MIGS virus	lat_lon	True	
human-skin MIGS virus	geo_loc_name	True	
human-skin MIGS virus	collection_date	True	
human-skin MIGS virus	env_broad_scale	True	
human-skin MIGS virus	env_local_scale	True	
human-skin MIGS virus	env_medium	True	
human-skin MIGS virus	env_package		True
human-skin MIGS virus	subspecf_gen_lin		True
human-skin MIGS virus	num_replicons		True
human-skin MIGS virus	estimated_size	False	
human-skin MIGS virus	ref_biomaterial	False	
human-skin MIGS virus	source_mat_id		True
human-skin MIGS virus	pathogenicity		True
human-skin MIGS virus	biotic_relationship	False	
human-skin MIGS virus	specific_host		True
human-skin MIGS virus	host_spec_range		True
human-skin MIGS virus	health_disease_stat		True
human-skin MIGS virus	host_disease_stat	False	True
human-skin MIGS virus	propagation	True	
human-skin MIGS virus	encoded_traits		True
human-skin MIGS virus	isol_growth_condt	True	
human-skin MIGS virus	samp_collec_device	False	
human-skin MIGS virus	samp_collec_method	False	
human-skin MIGS virus	samp_mat_process	False	
human-skin MIGS virus	samp_size	False	
human-skin MIGS virus	samp_vol_we_dna_ext	False	
human-skin MIGS virus	virus_enrich_appr		True
human-skin MIGS virus	nucl_acid_ext		True
human-skin MIGS virus	nucl_acid_amp		True
human-skin MIGS virus	lib_size	False	
human-skin MIGS virus	lib_reads_seqd	False	
human-skin MIGS virus	lib_layout	False	
human-skin MIGS virus	lib_vector	False	
human-skin MIGS virus	lib_screen	False	
human-skin MIGS virus	adapters		True
human-skin MIGS virus	seq_meth	True	
human-skin MIGS virus	tax_ident		True
human-skin MIGS virus	assembly_qual	False	
human-skin MIGS virus	assembly_name		True
human-skin MIGS virus	assembly_software	True	
human-skin MIGS virus	annot		True
human-skin MIGS virus	number_contig	False	
human-skin MIGS virus	feat_pred	False	
human-skin MIGS virus	ref_db	False	
human-skin MIGS virus	sim_search_meth	False	
human-skin MIGS virus	tax_class	False	
human-skin MIGS virus	compl_score	False	
human-skin MIGS virus	compl_software	False	
human-skin MIGS virus	associated resource		True
human-skin MIGS virus	sop		True
human-skin MIGS virus	depth		
human-skin MIGS virus	alt		
human-skin MIGS virus	elev		
human-skin MIGS virus	temp	False	
human-skin MIGS virus	dermatology_disord	False	
human-skin MIGS virus	time_since_last_wash	False	
human-skin MIGS virus	dominant_hand	False	
human-skin MIGS virus	host_subject_id	False	
human-skin MIGS virus	host_age	False	
human-skin MIGS virus	host_sex	False	
human-skin MIGS virus	ihmc_medication_code	False	
human-skin MIGS virus	chem_administration	False	
human-skin MIGS virus	host_body_site	False	
human-skin MIGS virus	host_body_product	False	
human-skin MIGS virus	host_tot_mass	False	
human-skin MIGS virus	host_height	False	
human-skin MIGS virus	host_diet	False	
human-skin MIGS virus	host_last_meal	False	
human-skin MIGS virus	host_family_relation	False	
human-skin MIGS virus	host_genotype	False	
human-skin MIGS virus	host_phenotype	False	
human-skin MIGS virus	host_body_temp	False	
human-skin MIGS virus	host_body_mass_index	False	
human-skin MIGS virus	ethnicity	False	
human-skin MIGS virus	host_occupation	False	
human-skin MIGS virus	medic_hist_perform	False	
human-skin MIGS virus	host_pulse	False	
human-skin MIGS virus	perturbation	False	
human-skin MIGS virus	samp_salinity	False	
human-skin MIGS virus	salinity	False	
human-skin MIGS virus	oxy_stat_samp	False	
human-skin MIGS virus	organism_count	False	
human-skin MIGS virus	samp_store_temp	False	
human-skin MIGS virus	samp_store_dur	False	
human-skin MIGS virus	samp_store_loc	False	
human-skin MIGS virus	host_symbiont	False	
human-skin MIGS virus	misc_param	False	
human-skin MIGS org	submitted_to_insdc	True	
human-skin MIGS org	investigation_type	True	
human-skin MIGS org	samp_name	True	
human-skin MIGS org	samp_taxon_id	True	
human-skin MIGS org	project_name	True	
human-skin MIGS org	experimental_factor	False	
human-skin MIGS org	lat_lon	True	
human-skin MIGS org	geo_loc_name	True	
human-skin MIGS org	collection_date	True	
human-skin MIGS org	env_broad_scale	True	
human-skin MIGS org	env_local_scale	True	
human-skin MIGS org	env_medium	True	
human-skin MIGS org	env_package		True
human-skin MIGS org	subspecf_gen_lin		True
human-skin MIGS org	extrachrom_elements		True
human-skin MIGS org	estimated_size	False	
human-skin MIGS org	ref_biomaterial	False	
human-skin MIGS org	source_mat_id		True
human-skin MIGS org	isol_growth_condt	True	
human-skin MIGS org	samp_collec_device	False	
human-skin MIGS org	samp_collec_method	False	
human-skin MIGS org	samp_mat_process	False	
human-skin MIGS org	samp_size	False	
human-skin MIGS org	samp_vol_we_dna_ext	False	
human-skin MIGS org	nucl_acid_ext		True
human-skin MIGS org	nucl_acid_amp		True
human-skin MIGS org	lib_size	False	
human-skin MIGS org	lib_reads_seqd	False	
human-skin MIGS org	lib_layout	False	
human-skin MIGS org	lib_vector	False	
human-skin MIGS org	lib_screen	False	
human-skin MIGS org	adapters		True
human-skin MIGS org	seq_meth	True	
human-skin MIGS org	tax_ident		True
human-skin MIGS org	assembly_qual	False	
human-skin MIGS org	assembly_name		True
human-skin MIGS org	assembly_software	True	
human-skin MIGS org	annot		True
human-skin MIGS org	number_contig	False	
human-skin MIGS org	feat_pred	False	
human-skin MIGS org	ref_db	False	
human-skin MIGS org	sim_search_meth	False	
human-skin MIGS org	tax_class	False	
human-skin MIGS org	compl_score	False	
human-skin MIGS org	compl_software	False	
human-skin MIGS org	associated resource		True
human-skin MIGS org	sop		True
human-skin MIGS org	depth		
human-skin MIGS org	alt		
human-skin MIGS org	elev		
human-skin MIGS org	temp	False	
human-skin MIGS org	dermatology_disord	False	
human-skin MIGS org	time_since_last_wash	False	
human-skin MIGS org	dominant_hand	False	
human-skin MIGS org	host_subject_id	False	
human-skin MIGS org	host_age	False	
human-skin MIGS org	host_sex	False	
human-skin MIGS org	ihmc_medication_code	False	
human-skin MIGS org	chem_administration	False	
human-skin MIGS org	host_body_site	False	
human-skin MIGS org	host_body_product	False	
human-skin MIGS org	host_tot_mass	False	
human-skin MIGS org	host_height	False	
human-skin MIGS org	host_diet	False	
human-skin MIGS org	host_last_meal	False	
human-skin MIGS org	host_family_relation	False	
human-skin MIGS org	host_genotype	False	
human-skin MIGS org	host_phenotype	False	
human-skin MIGS org	host_body_temp	False	
human-skin MIGS org	host_body_mass_index	False	
human-skin MIGS org	ethnicity	False	
human-skin MIGS org	host_occupation	False	
human-skin MIGS org	medic_hist_perform	False	
human-skin MIGS org	host_pulse	False	
human-skin MIGS org	perturbation	False	
human-skin MIGS org	samp_salinity	False	
human-skin MIGS org	salinity	False	
human-skin MIGS org	oxy_stat_samp	False	
human-skin MIGS org	organism_count	False	
human-skin MIGS org	samp_store_temp	False	
human-skin MIGS org	samp_store_dur	False	
human-skin MIGS org	samp_store_loc	False	
human-skin MIGS org	host_symbiont	False	
human-skin MIGS org	misc_param	False	
human-skin ME	submitted_to_insdc	True	
human-skin ME	investigation_type	True	
human-skin ME	samp_name	True	
human-skin ME	samp_taxon_id	True	
human-skin ME	project_name	True	
human-skin ME	experimental_factor		True
human-skin ME	lat_lon	True	
human-skin ME	geo_loc_name	True	
human-skin ME	collection_date	True	
human-skin ME	env_broad_scale	True	
human-skin ME	env_local_scale	True	
human-skin ME	env_medium	True	
human-skin ME	env_package		True
human-skin ME	ref_biomaterial	False	
human-skin ME	source_mat_id		True
human-skin ME	rel_to_oxygen	False	
human-skin ME	samp_collec_device		True
human-skin ME	samp_collec_method		True
human-skin ME	samp_mat_process		True
human-skin ME	size_frac	False	
human-skin ME	samp_size		True
human-skin ME	samp_vol_we_dna_ext	False	
human-skin ME	nucl_acid_ext		True
human-skin ME	nucl_acid_amp		True
human-skin ME	lib_size		True
human-skin ME	lib_reads_seqd		True
human-skin ME	lib_layout		True
human-skin ME	lib_vector		True
human-skin ME	lib_screen		True
human-skin ME	mid		True
human-skin ME	adapters		True
human-skin ME	seq_meth	True	
human-skin ME	assembly_qual		True
human-skin ME	assembly_name		True
human-skin ME	assembly_software		True
human-skin ME	annot		True
human-skin ME	number_contig		True
human-skin ME	feat_pred	False	
human-skin ME	ref_db	False	
human-skin ME	sim_search_meth	False	
human-skin ME	tax_class	False	
human-skin ME	associated resource		True
human-skin ME	sop		True
human-skin ME	depth		
human-skin ME	alt		
human-skin ME	elev		
human-skin ME	temp	False	
human-skin ME	dermatology_disord	False	
human-skin ME	time_since_last_wash	False	
human-skin ME	dominant_hand	False	
human-skin ME	host_subject_id	False	
human-skin ME	host_age	False	
human-skin ME	host_sex	False	
human-skin ME	ihmc_medication_code	False	
human-skin ME	chem_administration	False	
human-skin ME	host_body_site	False	
human-skin ME	host_body_product	False	
human-skin ME	host_tot_mass	False	
human-skin ME	host_height	False	
human-skin ME	host_diet	False	
human-skin ME	host_last_meal	False	
human-skin ME	host_family_relation	False	
human-skin ME	host_genotype	False	
human-skin ME	host_phenotype	False	
human-skin ME	host_body_temp	False	
human-skin ME	host_body_mass_index	False	
human-skin ME	ethnicity	False	
human-skin ME	host_occupation	False	
human-skin ME	medic_hist_perform	False	
human-skin ME	host_pulse	False	
human-skin ME	perturbation	False	
human-skin ME	samp_salinity	False	
human-skin ME	salinity	False	
human-skin ME	oxy_stat_samp	False	
human-skin ME	organism_count	False	
human-skin ME	samp_store_temp	False	
human-skin ME	samp_store_dur	False	
human-skin ME	samp_store_loc	False	
human-skin ME	host_symbiont	False	
human-skin ME	misc_param	False	
human-skin MIMARKS specimen	submitted_to_insdc	True	
human-skin MIMARKS specimen	investigation_type	True	
human-skin MIMARKS specimen	samp_name	True	
human-skin MIMARKS specimen	samp_taxon_id	True	
human-skin MIMARKS specimen	project_name	True	
human-skin MIMARKS specimen	experimental_factor		True
human-skin MIMARKS specimen	lat_lon	True	
human-skin MIMARKS specimen	geo_loc_name	True	
human-skin MIMARKS specimen	collection_date	True	
human-skin MIMARKS specimen	env_broad_scale	True	
human-skin MIMARKS specimen	env_local_scale	True	
human-skin MIMARKS specimen	env_medium	True	
human-skin MIMARKS specimen	env_package		True
human-skin MIMARKS specimen	source_mat_id		True
human-skin MIMARKS specimen	rel_to_oxygen	False	
human-skin MIMARKS specimen	samp_collec_device		True
human-skin MIMARKS specimen	samp_collec_method		True
human-skin MIMARKS specimen	samp_mat_process		True
human-skin MIMARKS specimen	size_frac	False	
human-skin MIMARKS specimen	samp_size		True
human-skin MIMARKS specimen	samp_vol_we_dna_ext	False	
human-skin MIMARKS specimen	nucl_acid_ext		True
human-skin MIMARKS specimen	nucl_acid_amp		True
human-skin MIMARKS specimen	lib_size		True
human-skin MIMARKS specimen	lib_reads_seqd		True
human-skin MIMARKS specimen	lib_layout		True
human-skin MIMARKS specimen	lib_vector		True
human-skin MIMARKS specimen	lib_screen		True
human-skin MIMARKS specimen	target_gene	True	
human-skin MIMARKS specimen	target_subfragment		True
human-skin MIMARKS specimen	pcr_primers		True
human-skin MIMARKS specimen	mid		True
human-skin MIMARKS specimen	adapters		True
human-skin MIMARKS specimen	pcr_cond		True
human-skin MIMARKS specimen	seq_meth	True	
human-skin MIMARKS specimen	seq_quality_check		True
human-skin MIMARKS specimen	chimera_check		True
human-skin MIMARKS specimen	assembly_software		True
human-skin MIMARKS specimen	associated resource		True
human-skin MIMARKS specimen	sop		True
human-skin MIMARKS specimen	depth		
human-skin MIMARKS specimen	alt		
human-skin MIMARKS specimen	elev		
human-skin MIMARKS specimen	temp	False	
human-skin MIMARKS specimen	dermatology_disord	False	
human-skin MIMARKS specimen	time_since_last_wash	False	
human-skin MIMARKS specimen	dominant_hand	False	
human-skin MIMARKS specimen	host_subject_id	False	
human-skin MIMARKS specimen	host_age	False	
human-skin MIMARKS specimen	host_sex	False	
human-skin MIMARKS specimen	ihmc_medication_code	False	
human-skin MIMARKS specimen	chem_administration	False	
human-skin MIMARKS specimen	host_body_site	False	
human-skin MIMARKS specimen	host_body_product	False	
human-skin MIMARKS specimen	host_tot_mass	False	
human-skin MIMARKS specimen	host_height	False	
human-skin MIMARKS specimen	host_diet	False	
human-skin MIMARKS specimen	host_last_meal	False	
human-skin MIMARKS specimen	host_family_relation	False	
human-skin MIMARKS specimen	host_genotype	False	
human-skin MIMARKS specimen	host_phenotype	False	
human-skin MIMARKS specimen	host_body_temp	False	
human-skin MIMARKS specimen	host_body_mass_index	False	
human-skin MIMARKS specimen	ethnicity	False	
human-skin MIMARKS specimen	host_occupation	False	
human-skin MIMARKS specimen	medic_hist_perform	False	
human-skin MIMARKS specimen	host_pulse	False	
human-skin MIMARKS specimen	perturbation	False	
human-skin MIMARKS specimen	samp_salinity	False	
human-skin MIMARKS specimen	salinity	False	
human-skin MIMARKS specimen	oxy_stat_samp	False	
human-skin MIMARKS specimen	organism_count	False	
human-skin MIMARKS specimen	samp_store_temp	False	
human-skin MIMARKS specimen	samp_store_dur	False	
human-skin MIMARKS specimen	samp_store_loc	False	
human-skin MIMARKS specimen	host_symbiont	False	
human-skin MIMARKS specimen	misc_param	False	
human-skin MIMARKS survey	submitted_to_insdc	True	
human-skin MIMARKS survey	investigation_type	True	
human-skin MIMARKS survey	samp_name	True	
human-skin MIMARKS survey	samp_taxon_id	True	
human-skin MIMARKS survey	project_name	True	
human-skin MIMARKS survey	experimental_factor	False	
human-skin MIMARKS survey	lat_lon	True	
human-skin MIMARKS survey	geo_loc_name	True	
human-skin MIMARKS survey	collection_date	True	
human-skin MIMARKS survey	env_broad_scale	True	
human-skin MIMARKS survey	env_local_scale	True	
human-skin MIMARKS survey	env_medium	True	
human-skin MIMARKS survey	env_package		True
human-skin MIMARKS survey	subspecf_gen_lin		True
human-skin MIMARKS survey	extrachrom_elements	False	
human-skin MIMARKS survey	source_mat_id		True
human-skin MIMARKS survey	biotic_relationship		True
human-skin MIMARKS survey	trophic_level		True
human-skin MIMARKS survey	rel_to_oxygen		True
human-skin MIMARKS survey	isol_growth_condt	True	
human-skin MIMARKS survey	samp_collec_device	False	
human-skin MIMARKS survey	samp_collec_method	False	
human-skin MIMARKS survey	samp_mat_process		True
human-skin MIMARKS survey	samp_size	False	
human-skin MIMARKS survey	samp_vol_we_dna_ext	False	
human-skin MIMARKS survey	nucl_acid_ext		True
human-skin MIMARKS survey	nucl_acid_amp		True
human-skin MIMARKS survey	target_gene	True	
human-skin MIMARKS survey	target_subfragment		True
human-skin MIMARKS survey	pcr_primers		True
human-skin MIMARKS survey	pcr_cond		True
human-skin MIMARKS survey	seq_meth	True	
human-skin MIMARKS survey	seq_quality_check		True
human-skin MIMARKS survey	chimera_check		True
human-skin MIMARKS survey	associated resource		True
human-skin MIMARKS survey	sop		True
human-skin MIMARKS survey	depth		
human-skin MIMARKS survey	alt		
human-skin MIMARKS survey	elev		
human-skin MIMARKS survey	temp	False	
human-skin MIMARKS survey	dermatology_disord	False	
human-skin MIMARKS survey	time_since_last_wash	False	
human-skin MIMARKS survey	dominant_hand	False	
human-skin MIMARKS survey	host_subject_id	False	
human-skin MIMARKS survey	host_age	False	
human-skin MIMARKS survey	host_sex	False	
human-skin MIMARKS survey	ihmc_medication_code	False	
human-skin MIMARKS survey	chem_administration	False	
human-skin MIMARKS survey	host_body_site	False	
human-skin MIMARKS survey	host_body_product	False	
human-skin MIMARKS survey	host_tot_mass	False	
human-skin MIMARKS survey	host_height	False	
human-skin MIMARKS survey	host_diet	False	
human-skin MIMARKS survey	host_last_meal	False	
human-skin MIMARKS survey	host_family_relation	False	
human-skin MIMARKS survey	host_genotype	False	
human-skin MIMARKS survey	host_phenotype	False	
human-skin MIMARKS survey	host_body_temp	False	
human-skin MIMARKS survey	host_body_mass_index	False	
human-skin MIMARKS survey	ethnicity	False	
human-skin MIMARKS survey	host_occupation	False	
human-skin MIMARKS survey	medic_hist_perform	False	
human-skin MIMARKS survey	host_pulse	False	
human-skin MIMARKS survey	perturbation	False	
human-skin MIMARKS survey	samp_salinity	False	
human-skin MIMARKS survey	salinity	False	
human-skin MIMARKS survey	oxy_stat_samp	False	
human-skin MIMARKS survey	organism_count	False	
human-skin MIMARKS survey	samp_store_temp	False	
human-skin MIMARKS survey	samp_store_dur	False	
human-skin MIMARKS survey	samp_store_loc	False	
human-skin MIMARKS survey	host_symbiont	False	
human-skin MIMARKS survey	misc_param	False	
human-skin MISAG	submitted_to_insdc	True	
human-skin MISAG	investigation_type	True	
human-skin MISAG	samp_name	True	
human-skin MISAG	samp_taxon_id	True	
human-skin MISAG	project_name	True	
human-skin MISAG	experimental_factor		True
human-skin MISAG	lat_lon	True	
human-skin MISAG	geo_loc_name	True	
human-skin MISAG	collection_date	True	
human-skin MISAG	env_broad_scale	True	
human-skin MISAG	env_local_scale	True	
human-skin MISAG	env_medium	True	
human-skin MISAG	env_package		True
human-skin MISAG	ref_biomaterial	False	
human-skin MISAG	source_mat_id		True
human-skin MISAG	rel_to_oxygen	False	
human-skin MISAG	samp_collec_device		True
human-skin MISAG	samp_collec_method		True
human-skin MISAG	samp_mat_process		True
human-skin MISAG	size_frac	False	
human-skin MISAG	samp_size		True
human-skin MISAG	samp_vol_we_dna_ext	False	
human-skin MISAG	nucl_acid_ext		True
human-skin MISAG	nucl_acid_amp		True
human-skin MISAG	lib_size		True
human-skin MISAG	lib_reads_seqd		True
human-skin MISAG	lib_layout		True
human-skin MISAG	lib_vector		True
human-skin MISAG	lib_screen		True
human-skin MISAG	mid		True
human-skin MISAG	adapters		True
human-skin MISAG	seq_meth	True	
human-skin MISAG	tax_ident	True	
human-skin MISAG	assembly_qual	True	
human-skin MISAG	assembly_name		True
human-skin MISAG	assembly_software	True	
human-skin MISAG	annot	False	
human-skin MISAG	number_contig	False	
human-skin MISAG	feat_pred	False	
human-skin MISAG	ref_db	False	
human-skin MISAG	sim_search_meth	False	
human-skin MISAG	tax_class	False	
human-skin MISAG	x_16s_recover	False	
human-skin MISAG	trnas	False	
human-skin MISAG	trna_ext_software	False	
human-skin MISAG	compl_score	True	
human-skin MISAG	compl_software	True	
human-skin MISAG	compl_appr	False	
human-skin MISAG	contam_score	True	
human-skin MISAG	contam_screen_input	False	
human-skin MISAG	contam_screen_param	False	
human-skin MISAG	decontam_software	False	
human-skin MISAG	sort_tech	True	
human-skin MISAG	single_cell_lysis_appr	True	
human-skin MISAG	single_cell_lysis_prot	False	
human-skin MISAG	wga_amp_appr	True	
human-skin MISAG	wga_amp_kit	False	
human-skin MISAG	associated resource		True
human-skin MISAG	sop		True
human-skin MISAG	depth		
human-skin MISAG	alt		
human-skin MISAG	elev		
human-skin MISAG	temp	False	
human-skin MISAG	dermatology_disord	False	
human-skin MISAG	time_since_last_wash	False	
human-skin MISAG	dominant_hand	False	
human-skin MISAG	host_subject_id	False	
human-skin MISAG	host_age	False	
human-skin MISAG	host_sex	False	
human-skin MISAG	ihmc_medication_code	False	
human-skin MISAG	chem_administration	False	
human-skin MISAG	host_body_site	False	
human-skin MISAG	host_body_product	False	
human-skin MISAG	host_tot_mass	False	
human-skin MISAG	host_height	False	
human-skin MISAG	host_diet	False	
human-skin MISAG	host_last_meal	False	
human-skin MISAG	host_family_relation	False	
human-skin MISAG	host_genotype	False	
human-skin MISAG	host_phenotype	False	
human-skin MISAG	host_body_temp	False	
human-skin MISAG	host_body_mass_index	False	
human-skin MISAG	ethnicity	False	
human-skin MISAG	host_occupation	False	
human-skin MISAG	medic_hist_perform	False	
human-skin MISAG	host_pulse	False	
human-skin MISAG	perturbation	False	
human-skin MISAG	samp_salinity	False	
human-skin MISAG	salinity	False	
human-skin MISAG	oxy_stat_samp	False	
human-skin MISAG	organism_count	False	
human-skin MISAG	samp_store_temp	False	
human-skin MISAG	samp_store_dur	False	
human-skin MISAG	samp_store_loc	False	
human-skin MISAG	host_symbiont	False	
human-skin MISAG	misc_param	False	
human-skin MIMAG	submitted_to_insdc	True	
human-skin MIMAG	investigation_type	True	
human-skin MIMAG	samp_name	True	
human-skin MIMAG	samp_taxon_id	True	
human-skin MIMAG	project_name	True	
human-skin MIMAG	experimental_factor		True
human-skin MIMAG	lat_lon	True	
human-skin MIMAG	geo_loc_name	True	
human-skin MIMAG	collection_date	True	
human-skin MIMAG	env_broad_scale	True	
human-skin MIMAG	env_local_scale	True	
human-skin MIMAG	env_medium	True	
human-skin MIMAG	env_package		True
human-skin MIMAG	ref_biomaterial	False	
human-skin MIMAG	source_mat_id		True
human-skin MIMAG	rel_to_oxygen	False	
human-skin MIMAG	samp_collec_device		True
human-skin MIMAG	samp_collec_method		True
human-skin MIMAG	samp_mat_process		True
human-skin MIMAG	size_frac	False	
human-skin MIMAG	samp_size		True
human-skin MIMAG	samp_vol_we_dna_ext	False	
human-skin MIMAG	nucl_acid_ext		True
human-skin MIMAG	nucl_acid_amp		True
human-skin MIMAG	lib_size		True
human-skin MIMAG	lib_reads_seqd		True
human-skin MIMAG	lib_layout		True
human-skin MIMAG	lib_vector		True
human-skin MIMAG	lib_screen		True
human-skin MIMAG	mid		True
human-skin MIMAG	adapters		True
human-skin MIMAG	seq_meth	True	
human-skin MIMAG	tax_ident	True	
human-skin MIMAG	assembly_qual	True	
human-skin MIMAG	assembly_name		True
human-skin MIMAG	assembly_software	True	
human-skin MIMAG	annot	False	
human-skin MIMAG	number_contig	False	
human-skin MIMAG	feat_pred	False	
human-skin MIMAG	ref_db	False	
human-skin MIMAG	sim_search_meth	False	
human-skin MIMAG	tax_class	False	
human-skin MIMAG	x_16s_recover	False	
human-skin MIMAG	trnas	False	
human-skin MIMAG	trna_ext_software	False	
human-skin MIMAG	compl_score	True	
human-skin MIMAG	compl_software	True	
human-skin MIMAG	compl_appr	False	
human-skin MIMAG	contam_score	True	
human-skin MIMAG	contam_screen_input	False	
human-skin MIMAG	contam_screen_param	False	
human-skin MIMAG	decontam_software	False	
human-skin MIMAG	bin_param	True	
human-skin MIMAG	bin_software	True	
human-skin MIMAG	reassembly_bin	False	
human-skin MIMAG	mag_cov_software	False	
human-skin MIMAG	associated resource		True
human-skin MIMAG	sop		True
human-skin MIMAG	depth		
human-skin MIMAG	alt		
human-skin MIMAG	elev		
human-skin MIMAG	temp	False	
human-skin MIMAG	dermatology_disord	False	
human-skin MIMAG	time_since_last_wash	False	
human-skin MIMAG	dominant_hand	False	
human-skin MIMAG	host_subject_id	False	
human-skin MIMAG	host_age	False	
human-skin MIMAG	host_sex	False	
human-skin MIMAG	ihmc_medication_code	False	
human-skin MIMAG	chem_administration	False	
human-skin MIMAG	host_body_site	False	
human-skin MIMAG	host_body_product	False	
human-skin MIMAG	host_tot_mass	False	
human-skin MIMAG	host_height	False	
human-skin MIMAG	host_diet	False	
human-skin MIMAG	host_last_meal	False	
human-skin MIMAG	host_family_relation	False	
human-skin MIMAG	host_genotype	False	
human-skin MIMAG	host_phenotype	False	
human-skin MIMAG	host_body_temp	False	
human-skin MIMAG	host_body_mass_index	False	
human-skin MIMAG	ethnicity	False	
human-skin MIMAG	host_occupation	False	
human-skin MIMAG	medic_hist_perform	False	
human-skin MIMAG	host_pulse	False	
human-skin MIMAG	perturbation	False	
human-skin MIMAG	samp_salinity	False	
human-skin MIMAG	salinity	False	
human-skin MIMAG	oxy_stat_samp	False	
human-skin MIMAG	organism_count	False	
human-skin MIMAG	samp_store_temp	False	
human-skin MIMAG	samp_store_dur	False	
human-skin MIMAG	samp_store_loc	False	
human-skin MIMAG	host_symbiont	False	
human-skin MIMAG	misc_param	False	
human-skin MIUVIG	submitted_to_insdc	True	
human-skin MIUVIG	investigation_type	True	
human-skin MIUVIG	samp_name	True	
human-skin MIUVIG	samp_taxon_id	True	
human-skin MIUVIG	project_name	True	
human-skin MIUVIG	experimental_factor		True
human-skin MIUVIG	lat_lon	True	
human-skin MIUVIG	geo_loc_name	True	
human-skin MIUVIG	collection_date	True	
human-skin MIUVIG	env_broad_scale	True	
human-skin MIUVIG	env_local_scale	True	
human-skin MIUVIG	env_medium	True	
human-skin MIUVIG	env_package		True
human-skin MIUVIG	estimated_size	False	
human-skin MIUVIG	ref_biomaterial	False	
human-skin MIUVIG	source_mat_id		True
human-skin MIUVIG	pathogenicity	False	
human-skin MIUVIG	biotic_relationship	False	
human-skin MIUVIG	specific_host	False	
human-skin MIUVIG	host_spec_range	False	
human-skin MIUVIG	host_disease_stat	False	True
human-skin MIUVIG	samp_collec_device		True
